timestamp_us,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_mdps,gyro_y_mdps,gyro_z_mdps
24189788,1010.4,5.73,-66.49,-70.0,280.0,0.0
24198788,1011.38,6.59,-66.0,-70.0,210.0,0.0
24205790,1010.28,6.83,-65.76,-70.0,280.0,0.0
24214788,1011.14,5.98,-67.95,-70.0,210.0,70.0
24221789,1010.77,6.95,-66.37,-140.0,280.0,0.0
24230788,1010.77,5.86,-65.88,-70.0,210.0,0.0
24239788,1010.4,6.34,-67.59,-140.0,210.0,0.0
24246790,1011.62,5.61,-67.1,-140.0,280.0,70.0
24255789,1010.28,6.22,-66.37,-70.0,280.0,0.0
24262789,1010.77,6.22,-68.32,-70.0,210.0,70.0
24271789,1010.89,5.73,-66.49,-70.0,280.0,0.0
24280789,1011.87,5.98,-67.22,-140.0,280.0,0.0
24287790,1010.77,6.22,-67.83,-70.0,280.0,0.0
24296788,1011.14,6.22,-66.25,0.0,280.0,0.0
24305789,1011.26,6.83,-66.49,-140.0,280.0,0.0
24312790,1011.14,6.22,-66.12,-70.0,280.0,0.0
24321788,1011.75,6.59,-66.86,-70.0,280.0,0.0
24328790,1010.4,5.86,-67.47,-140.0,280.0,0.0
24337789,1011.38,6.1,-67.95,-140.0,210.0,0.0
24346789,1010.65,6.83,-66.49,-70.0,280.0,0.0
24353790,1011.38,6.47,-66.49,-70.0,280.0,0.0
24362789,1011.14,6.34,-66.73,-70.0,210.0,0.0
24369790,1011.14,6.22,-67.1,-70.0,280.0,0.0
24378789,1010.89,6.34,-66.73,-210.0,280.0,0.0
24387789,1011.99,6.1,-67.22,-140.0,280.0,0.0
24394789,1010.77,6.1,-66.12,-70.0,280.0,0.0
24403788,1011.14,6.83,-66.86,0.0,210.0,0.0
24412789,1010.89,6.1,-66.86,-70.0,280.0,0.0
24419790,1011.26,6.22,-67.47,-70.0,280.0,0.0
24428789,1011.26,6.34,-66.86,-70.0,280.0,0.0
24435789,1011.14,5.98,-67.22,0.0,280.0,0.0
24444788,1010.16,6.22,-67.22,0.0,280.0,70.0
24453789,1011.26,7.2,-66.25,-70.0,280.0,70.0
24460789,1011.14,6.47,-66.12,-140.0,280.0,0.0
24469788,1010.65,6.34,-66.61,-140.0,210.0,0.0
24478789,1010.77,5.98,-67.1,-140.0,210.0,0.0
24485790,1010.28,6.59,-66.98,0.0,280.0,0.0
24494789,1010.65,6.71,-67.1,0.0,210.0,0.0
24501790,1010.28,6.83,-67.47,-140.0,280.0,0.0
24510788,1011.75,5.98,-67.22,-140.0,280.0,0.0
24519788,1011.26,6.83,-66.86,-140.0,210.0,0.0
24526790,1010.4,5.73,-66.73,0.0,210.0,0.0
24535788,1010.65,6.34,-67.22,0.0,210.0,0.0
24542789,1011.75,5.73,-66.98,-140.0,280.0,70.0
24551789,1011.62,5.86,-66.37,-140.0,280.0,0.0
24560788,1011.38,6.22,-67.47,-70.0,210.0,0.0
24567790,1010.4,6.47,-65.51,-70.0,280.0,0.0
24576788,1011.75,6.83,-66.73,-70.0,210.0,0.0
24585789,1011.26,6.1,-66.98,-70.0,210.0,0.0
24592789,1011.26,6.83,-66.86,-70.0,210.0,0.0
24601788,1010.28,6.47,-67.83,-70.0,280.0,0.0
24608789,1010.77,6.34,-65.76,0.0,280.0,0.0
24617788,1011.14,6.34,-67.71,-70.0,210.0,70.0
24626789,1011.01,6.83,-66.86,-70.0,280.0,0.0
24633790,1010.65,6.22,-66.12,-70.0,280.0,0.0
24642789,1010.53,5.61,-67.95,-210.0,210.0,0.0
24649789,1011.14,6.22,-66.86,-140.0,280.0,70.0
24658789,1010.65,6.34,-66.49,-70.0,210.0,0.0
24667789,1011.62,5.49,-66.86,0.0,280.0,0.0
24674789,1010.4,5.98,-66.12,-70.0,210.0,0.0
24683788,1010.89,5.98,-67.71,-140.0,280.0,0.0
24692789,1010.53,6.34,-66.86,-140.0,280.0,0.0
24699790,1011.14,6.1,-67.59,-140.0,210.0,0.0
24708788,1011.38,6.59,-66.98,-140.0,350.0,0.0
24715790,1010.28,6.83,-66.61,-70.0,280.0,70.0
24724789,1011.62,5.86,-66.49,-140.0,210.0,0.0
24733788,1010.77,7.08,-67.22,-140.0,280.0,0.0
24740789,1010.65,6.1,-67.71,-140.0,280.0,0.0
24749788,1010.53,5.98,-65.88,-70.0,210.0,0.0
24756789,1010.65,6.71,-66.37,0.0,210.0,0.0
24765788,1010.77,6.1,-66.73,-140.0,280.0,0.0
24774789,1010.4,5.37,-66.86,-210.0,280.0,0.0
24781789,1010.65,5.86,-67.47,-70.0,210.0,0.0
24790788,1011.14,5.98,-66.12,0.0,280.0,0.0
24799789,1010.89,6.47,-65.76,0.0,280.0,0.0
24806790,1011.14,6.34,-66.61,-70.0,210.0,0.0
24815789,1010.65,6.47,-67.47,-70.0,280.0,70.0
24822789,1011.14,6.47,-67.71,0.0,210.0,70.0
24831788,1010.77,7.08,-64.9,0.0,350.0,0.0
24840789,1009.67,4.51,-68.69,-70.0,210.0,0.0
24847790,1011.87,7.69,-68.32,280.0,280.0,70.0
24856789,1008.7,5.61,-64.05,70.0,210.0,0.0
24865788,1012.48,9.27,-66.37,-350.0,140.0,0.0
24872790,1010.04,5.49,-65.76,-420.0,350.0,70.0
24881789,1011.5,5.73,-67.95,-280.0,210.0,0.0
24888790,1010.65,5.37,-67.83,0.0,280.0,0.0
24897788,1011.14,6.47,-65.15,70.0,210.0,70.0
24906788,1012.11,6.83,-67.83,-70.0,210.0,0.0
24913790,1011.14,6.71,-65.88,-210.0,280.0,0.0
24922789,1011.5,5.73,-66.25,-210.0,210.0,0.0
24929789,1011.5,6.34,-67.1,-140.0,280.0,0.0
24938789,1009.67,6.22,-67.22,-140.0,280.0,0.0
24947789,1010.53,6.1,-69.05,-210.0,210.0,70.0
24954789,1011.26,5.49,-66.73,-70.0,350.0,0.0
24963789,1011.5,6.1,-66.25,70.0,210.0,0.0
24972789,1011.26,5.73,-67.47,70.0,280.0,0.0
24979789,1010.28,6.1,-65.76,0.0,210.0,0.0
24988788,1011.5,6.47,-67.1,-70.0,280.0,0.0
24995790,1009.92,6.1,-66.86,-140.0,280.0,0.0
25004789,1010.65,5.61,-66.37,-210.0,210.0,0.0
25013789,1011.26,5.37,-69.54,0.0,280.0,0.0
25020790,1011.01,6.83,-66.49,140.0,280.0,0.0
25029789,1010.53,6.47,-65.88,140.0,140.0,0.0
25036789,1011.38,6.71,-66.25,-210.0,350.0,0.0
25045788,1010.53,6.59,-66.49,-280.0,280.0,0.0
25054788,1010.53,5.98,-69.54,-280.0,280.0,0.0
25061790,1010.16,5.61,-66.86,-140.0,280.0,0.0
25070789,1010.89,5.73,-67.59,140.0,140.0,0.0
25079789,1011.62,5.98,-66.25,70.0,210.0,0.0
25086790,1010.77,6.34,-64.9,-210.0,280.0,0.0
25095789,1010.89,5.98,-67.1,-280.0,280.0,0.0
25102789,1011.14,5.73,-66.86,-140.0,280.0,0.0
25111788,1010.28,5.98,-65.51,-70.0,210.0,0.0
25120788,1011.01,6.71,-66.86,-70.0,350.0,0.0
25127790,1011.14,6.83,-66.73,-70.0,280.0,0.0
25136789,1010.77,6.95,-66.61,-70.0,210.0,0.0
25143789,1010.77,6.95,-66.12,-140.0,280.0,0.0
25152788,1010.77,6.22,-66.61,0.0,210.0,0.0
25161788,1010.4,6.83,-67.47,70.0,280.0,0.0
25168790,1010.4,6.59,-66.37,-70.0,280.0,0.0
25177789,1011.5,6.34,-67.47,-140.0,210.0,0.0
25186789,1011.26,5.86,-67.34,-140.0,280.0,0.0
25193790,1010.89,5.98,-65.88,-70.0,210.0,0.0
25202788,1010.65,6.1,-66.49,0.0,280.0,70.0
25209789,1010.77,6.59,-66.49,-70.0,280.0,0.0
25218789,1010.77,6.71,-67.47,-140.0,280.0,0.0
25227789,1011.14,6.22,-66.49,-210.0,280.0,0.0
25234790,1011.01,6.83,-66.25,-140.0,210.0,70.0
25243788,1011.01,6.59,-66.25,-70.0,210.0,0.0
25252789,1010.89,6.59,-66.98,-140.0,280.0,0.0
25259789,1010.65,6.1,-67.47,-210.0,280.0,0.0
25268789,1011.38,5.49,-66.25,-140.0,280.0,0.0
25275789,1010.77,6.34,-66.86,-70.0,280.0,0.0
25284789,1010.89,6.59,-67.59,0.0,280.0,0.0
25293788,1011.01,6.71,-66.98,-70.0,350.0,0.0
25300789,1011.38,5.86,-67.47,-140.0,280.0,0.0
25309788,1010.28,6.71,-66.49,-140.0,280.0,0.0
25316790,1010.65,5.49,-67.59,-70.0,280.0,0.0
25325788,1010.04,6.83,-67.22,-70.0,280.0,0.0
25334788,1010.65,6.22,-65.64,0.0,140.0,0.0
25341789,1011.38,6.71,-67.83,-70.0,210.0,70.0
25350789,1011.75,6.22,-67.22,-140.0,280.0,0.0
25359789,1011.14,5.86,-66.12,-140.0,210.0,0.0
25366790,1010.65,5.86,-66.73,-210.0,210.0,0.0
25375788,1010.16,6.95,-66.37,-140.0,280.0,0.0
25382789,1011.62,6.47,-67.59,-140.0,210.0,0.0
25391789,1011.5,5.86,-65.51,-70.0,280.0,70.0
25400789,1011.14,6.83,-66.61,-70.0,210.0,0.0
25407790,1011.5,7.08,-67.47,-70.0,350.0,0.0
25416789,1010.89,6.34,-67.34,-210.0,210.0,0.0
25423789,1011.14,6.1,-66.37,-140.0,210.0,70.0
25432788,1010.89,6.47,-66.73,-70.0,280.0,70.0
25441788,1011.26,6.47,-66.61,-70.0,280.0,0.0
25448789,1011.01,6.71,-68.69,-140.0,280.0,70.0
25457789,1010.28,6.59,-67.34,-140.0,280.0,0.0
25466788,1011.38,7.32,-65.88,0.0,280.0,0.0
25473790,1010.77,5.61,-67.71,0.0,350.0,0.0
25482788,1010.16,7.2,-66.73,-140.0,210.0,70.0
25489789,1012.36,6.59,-66.98,-140.0,280.0,0.0
25498789,1011.14,6.59,-66.61,-140.0,280.0,0.0
25507788,1010.28,5.61,-66.0,-70.0,280.0,0.0
25514789,1011.26,7.2,-66.61,-70.0,280.0,70.0
25523789,1010.89,6.1,-67.71,-140.0,280.0,0.0
25532789,1010.16,5.86,-67.95,-140.0,280.0,0.0
25539790,1010.77,6.47,-67.47,-70.0,210.0,0.0
25548788,1010.65,6.34,-66.25,-70.0,280.0,0.0
25555789,1011.38,5.49,-66.0,-70.0,210.0,0.0
25564789,1010.89,6.1,-67.59,-210.0,280.0,0.0
25573789,1010.77,5.73,-66.86,-140.0,210.0,0.0
25580790,1010.65,5.98,-67.22,-140.0,210.0,0.0
25589789,1010.65,5.37,-66.61,0.0,350.0,0.0
25596790,1011.01,6.22,-66.0,0.0,210.0,0.0
25605788,1011.99,6.22,-67.47,0.0,210.0,0.0
25614788,1008.45,7.08,-66.61,-140.0,280.0,0.0
25621789,1011.38,5.98,-66.49,-140.0,350.0,0.0
25630788,1010.53,6.1,-67.83,0.0,280.0,0.0
25639789,1012.11,5.61,-66.25,-70.0,280.0,0.0
25646789,1010.16,6.47,-67.83,-140.0,280.0,0.0
25655788,1011.5,5.98,-67.59,-140.0,280.0,0.0
25662789,1011.14,5.49,-66.0,-70.0,350.0,0.0
25671788,1011.01,5.86,-67.47,-70.0,210.0,0.0
25680788,1010.4,6.1,-66.49,0.0,280.0,0.0
25687790,1010.53,6.71,-65.76,-70.0,210.0,0.0
25696788,1010.89,7.32,-67.59,-140.0,280.0,0.0
25703790,1010.53,6.1,-65.39,-140.0,350.0,0.0
25712788,1011.01,6.71,-68.08,-70.0,140.0,70.0
25721788,1011.14,5.61,-67.71,0.0,350.0,0.0
25728789,1010.65,5.98,-65.03,-140.0,280.0,0.0
25737789,1010.77,6.1,-67.22,-140.0,210.0,0.0
25746789,1010.4,6.22,-66.49,-210.0,280.0,0.0
25753789,1010.77,6.47,-66.98,-140.0,210.0,0.0
25762789,1010.77,6.47,-67.22,-70.0,280.0,0.0
25769790,1010.53,6.47,-65.39,0.0,210.0,0.0
25778789,1010.89,6.59,-66.86,-70.0,210.0,0.0
25787789,1010.04,6.34,-67.1,-210.0,210.0,0.0
25794790,1011.14,6.34,-67.71,-70.0,280.0,0.0
25803788,1010.77,5.98,-66.61,0.0,280.0,0.0
25810790,1011.01,5.98,-66.37,0.0,280.0,0.0
25819789,1011.01,6.22,-67.71,-70.0,210.0,0.0
25828789,1010.4,6.22,-67.47,-140.0,280.0,70.0
25835789,1010.77,5.0,-67.1,-210.0,280.0,0.0
25844789,1010.16,6.59,-67.47,-70.0,350.0,0.0
25853789,1011.14,6.59,-66.49,0.0,280.0,0.0
25860790,1010.89,6.71,-65.64,0.0,210.0,0.0
25869789,1011.75,6.22,-67.22,-140.0,280.0,0.0
25876789,1010.28,6.83,-66.98,-210.0,210.0,0.0
25885789,1010.28,5.49,-68.32,-210.0,210.0,0.0
25894789,1010.28,6.1,-65.64,-140.0,280.0,70.0
25901789,1009.55,6.34,-66.49,-70.0,210.0,0.0
25910788,1011.87,6.83,-67.22,-140.0,280.0,0.0
25919789,1010.4,6.59,-65.64,-140.0,280.0,0.0
25926789,1011.38,6.1,-66.25,-140.0,210.0,0.0
25935788,1010.4,5.86,-67.83,-70.0,280.0,0.0
25942790,1011.01,6.47,-66.37,0.0,210.0,0.0
25951789,1011.14,6.95,-66.73,-70.0,280.0,0.0
25960788,1010.89,6.47,-67.1,-210.0,280.0,0.0
25967789,1011.38,5.73,-66.37,-70.0,210.0,0.0
25976788,1011.62,6.34,-66.86,0.0,280.0,0.0
25983790,1009.92,6.34,-67.22,0.0,280.0,0.0
25992789,1010.77,6.59,-67.47,-140.0,280.0,0.0
26001789,1011.62,6.22,-66.98,-70.0,280.0,0.0
26008790,1010.16,6.59,-67.34,-140.0,210.0,0.0
26017789,1011.87,6.47,-67.83,-70.0,280.0,0.0
26026788,1010.4,6.59,-66.86,-70.0,280.0,0.0
26033789,1011.14,6.1,-68.2,-70.0,210.0,0.0
26042788,1009.92,6.71,-67.22,-70.0,280.0,0.0
26049789,1010.89,5.98,-66.25,-70.0,280.0,70.0
26058788,1010.53,6.34,-67.34,-70.0,210.0,0.0
26067788,1010.53,6.71,-65.64,0.0,280.0,0.0
26074789,1011.01,6.95,-66.61,-70.0,210.0,70.0
26083789,1011.01,6.71,-68.44,-140.0,280.0,0.0
26090789,1010.65,5.73,-66.49,-70.0,350.0,70.0
26099789,1011.26,5.49,-67.95,0.0,140.0,70.0
26108788,1010.77,5.98,-66.37,-70.0,280.0,0.0
26115789,1009.92,6.71,-65.15,0.0,280.0,0.0
26124789,1011.26,5.86,-68.2,-140.0,210.0,0.0
26133788,1011.01,6.47,-66.73,-70.0,280.0,0.0
26140789,1011.14,5.61,-66.98,-70.0,210.0,-70.0
26149788,1010.28,6.95,-67.34,-70.0,350.0,0.0
26156789,1010.16,6.22,-66.73,-140.0,210.0,0.0
26165789,1011.5,6.71,-67.83,-140.0,210.0,0.0
26174789,1011.5,5.61,-65.76,-70.0,350.0,70.0
26181790,1010.77,5.61,-66.49,-70.0,210.0,70.0
26190789,1011.14,5.86,-68.2,-70.0,280.0,0.0
26199788,1009.92,6.1,-66.0,-140.0,350.0,0.0
26206789,1010.65,5.86,-66.61,0.0,210.0,70.0
26215788,1010.89,6.47,-67.59,-70.0,280.0,0.0
26222789,1010.16,5.86,-66.0,0.0,280.0,0.0
26231789,1010.65,6.1,-66.98,-70.0,210.0,0.0
26240789,1011.38,6.47,-65.76,-70.0,280.0,0.0
26247789,1012.11,6.22,-67.95,-70.0,280.0,0.0
26256789,1011.14,6.34,-67.95,-70.0,280.0,0.0
26263790,1010.04,6.1,-66.37,-70.0,280.0,0.0
26272788,1011.14,7.32,-66.0,-70.0,210.0,0.0
26281789,1011.14,5.98,-66.49,-140.0,280.0,0.0
26288790,1010.77,5.86,-66.0,-70.0,210.0,0.0
26297788,1011.38,6.1,-66.86,-70.0,280.0,0.0
26306788,1010.4,6.34,-66.37,0.0,280.0,70.0
26313789,1011.01,5.12,-66.0,-70.0,210.0,0.0
26322789,1010.04,6.71,-67.1,-70.0,280.0,0.0
26329789,1010.65,5.98,-67.22,-140.0,280.0,0.0
26338789,1010.16,6.47,-66.12,-70.0,280.0,70.0
26347788,1011.5,5.73,-67.34,0.0,280.0,0.0
26354790,1010.89,6.95,-67.47,-70.0,280.0,0.0
26363788,1010.77,6.1,-67.47,-140.0,280.0,0.0
26370790,1011.14,5.37,-66.37,-70.0,350.0,0.0
26379789,1011.75,6.34,-67.22,0.0,280.0,0.0
26388789,1010.53,7.2,-66.49,-70.0,280.0,0.0
26395789,1011.14,6.71,-68.32,-140.0,280.0,70.0
26404789,1010.16,5.98,-66.73,-210.0,210.0,0.0
26413788,1007.84,7.81,-67.47,-140.0,210.0,0.0
26420789,1010.89,4.51,-67.34,-140.0,350.0,0.0
26429788,1011.26,7.2,-66.12,-70.0,210.0,0.0
26436789,1011.38,6.47,-65.76,-70.0,280.0,0.0
26445789,1007.11,9.76,-66.12,-70.0,350.0,0.0
26454788,1014.8,3.29,-67.47,-210.0,350.0,0.0
26461790,1013.82,1.71,-62.1,-140.0,420.0,0.0
26470788,1007.6,11.96,-69.05,-70.0,140.0,0.0
26477789,1013.94,3.42,-66.61,-140.0,630.0,0.0
26486789,1009.67,3.66,-56.0,70.0,560.0,0.0
26495789,1007.48,14.27,-66.61,210.0,210.0,0.0
26502790,1009.55,11.96,-62.71,210.0,560.0,70.0
26511789,1010.53,-0.49,-58.68,280.0,350.0,0.0
26520789,1018.21,-3.29,-72.59,0.0,0.0,0.0
26527790,1014.92,1.59,-65.39,140.0,630.0,0.0
26536789,1006.5,10.49,-52.09,700.0,70.0,0.0
26543789,1009.92,18.79,-68.81,630.0,-280.0,-70.0
26552788,1004.06,8.91,-58.19,140.0,630.0,0.0
26561788,1016.26,-1.1,-70.39,-420.0,-350.0,70.0
26568790,1014.31,-2.56,-71.37,-420.0,630.0,0.0
26577789,1014.19,8.42,-78.57,-280.0,-210.0,-70.0
26586789,1006.13,11.22,-81.74,0.0,560.0,0.0
26593790,1002.23,10.13,-68.93,280.0,350.0,0.0
26602789,1010.65,6.1,-69.05,490.0,140.0,70.0
26609789,1017.85,1.95,-63.32,210.0,490.0,0.0
26618788,1013.7,3.05,-61.24,140.0,70.0,0.0
26627788,1010.77,5.86,-64.42,-140.0,490.0,0.0
26634789,1002.6,11.83,-60.51,70.0,70.0,0.0
26643788,1010.28,11.71,-73.08,-210.0,70.0,0.0
26650790,1013.94,6.47,-72.1,-420.0,350.0,70.0
26659788,1015.28,-1.59,-74.54,-490.0,280.0,0.0
26668788,1011.01,1.1,-72.71,-70.0,350.0,0.0
26675790,1007.6,8.91,-69.54,280.0,210.0,0.0
26684789,1007.96,14.03,-66.49,420.0,210.0,0.0
26693789,1008.94,8.91,-59.41,350.0,350.0,0.0
26700790,1013.58,2.2,-60.39,70.0,140.0,0.0
26709789,1013.94,1.46,-62.34,-210.0,280.0,0.0
26716789,1013.21,6.47,-69.54,-560.0,140.0,0.0
26725788,1007.11,9.64,-71.86,-490.0,350.0,0.0
26734789,1007.72,8.91,-74.54,-280.0,70.0,0.0
26741790,1009.18,5.73,-75.88,-70.0,210.0,70.0
26750787,1013.94,2.81,-77.23,-70.0,210.0,70.0
26757789,1014.06,3.66,-75.64,-210.0,280.0,0.0
26766789,1010.04,6.34,-71.13,-210.0,490.0,0.0
26775789,1005.77,9.39,-67.1,70.0,210.0,0.0
26782789,1008.82,9.76,-67.22,0.0,280.0,70.0
26791788,1011.87,7.08,-65.27,-210.0,210.0,0.0
26800789,1014.43,3.29,-68.69,-560.0,210.0,0.0
26807790,1012.6,-0.85,-55.51,-420.0,630.0,70.0
26816789,1005.4,7.32,-41.6,350.0,-210.0,0.0
26823789,1013.82,14.76,-69.66,-140.0,-350.0,0.0
26832789,1011.26,5.86,-64.17,-840.0,630.0,70.0
26841789,1012.36,0.85,-57.58,-560.0,350.0,70.0
26848789,1011.75,4.88,-72.96,-140.0,-70.0,0.0
26857789,1009.55,9.64,-73.44,-70.0,420.0,0.0
26864789,1011.87,5.25,-57.58,210.0,350.0,70.0
26873789,1012.84,4.27,-59.17,280.0,210.0,0.0
26882788,1012.11,7.93,-69.17,-210.0,350.0,0.0
26889789,1009.79,6.95,-64.29,-210.0,700.0,0.0
26898789,1009.06,4.76,-65.64,140.0,280.0,0.0
26907788,1011.87,7.93,-76.01,70.0,140.0,0.0
26914789,1009.43,5.49,-65.64,0.0,630.0,0.0
26923789,1010.65,5.73,-61.98,210.0,70.0,0.0
26930790,1011.75,6.59,-69.54,140.0,210.0,0.0
26939788,1010.4,6.71,-65.88,-210.0,350.0,0.0
26948788,1010.77,5.73,-66.86,-140.0,210.0,70.0
26955789,1010.77,6.22,-72.47,-140.0,210.0,0.0
26964789,1011.87,5.86,-70.03,-140.0,280.0,70.0
26973788,1010.65,4.64,-62.95,140.0,280.0,0.0
26980790,1011.14,6.22,-62.59,210.0,140.0,0.0
26989789,1011.38,9.15,-65.88,0.0,280.0,0.0
26996789,1010.89,7.32,-64.17,-210.0,420.0,0.0
27005789,1010.65,5.0,-63.81,0.0,350.0,0.0
27014789,1009.67,8.17,-62.95,210.0,140.0,0.0
27021789,1012.36,4.88,-68.69,-70.0,210.0,0.0
27030788,1012.23,4.88,-68.81,-350.0,280.0,0.0
27037789,1012.48,5.0,-72.47,-350.0,280.0,0.0
27046788,1009.06,6.71,-68.32,70.0,350.0,70.0
27055788,1008.09,8.54,-71.0,350.0,-70.0,0.0
27062789,1012.36,8.91,-80.03,-210.0,140.0,0.0
27071789,1011.75,1.95,-63.56,-420.0,700.0,0.0
27080788,1008.94,4.03,-48.07,210.0,-140.0,0.0
27087789,1013.58,9.52,-71.0,-140.0,-280.0,0.0
27096788,1009.31,8.3,-68.44,-630.0,490.0,70.0
27103790,1009.55,3.66,-61.12,-490.0,280.0,70.0
27112789,1012.36,5.61,-71.49,-70.0,-140.0,0.0
27121789,1011.26,6.71,-71.74,-70.0,280.0,70.0
27128790,1011.87,4.76,-62.59,0.0,280.0,0.0
27137788,1011.38,5.37,-58.56,70.0,210.0,0.0
27144789,1012.84,7.44,-67.71,-350.0,210.0,0.0
27153788,1011.38,6.1,-65.27,-350.0,560.0,0.0
27162788,1009.79,4.39,-66.37,-70.0,210.0,0.0
27169789,1012.11,5.98,-71.98,210.0,280.0,0.0
27178789,1009.92,6.1,-62.34,210.0,630.0,0.0
27187789,1011.99,5.86,-62.1,140.0,280.0,0.0
27194790,1011.5,6.71,-67.47,0.0,490.0,0.0
27203788,1008.57,6.1,-65.76,-70.0,420.0,0.0
27210790,1010.16,6.59,-63.81,210.0,280.0,0.0
27219789,1009.31,8.05,-61.49,420.0,140.0,0.0
27228789,1013.7,7.2,-70.27,0.0,70.0,0.0
27235790,1010.65,5.12,-65.64,-280.0,490.0,0.0
27244789,1010.77,5.0,-65.51,-140.0,210.0,0.0
27253788,1010.16,7.56,-65.03,280.0,280.0,0.0
27260790,1010.89,8.17,-70.27,140.0,70.0,0.0
27269789,1013.58,6.59,-71.74,-210.0,420.0,70.0
27276789,1010.89,3.05,-62.22,-210.0,560.0,0.0
27285788,1010.89,5.37,-60.27,280.0,70.0,0.0
27294788,1009.67,8.05,-59.9,490.0,280.0,0.0
27301789,1009.67,9.03,-59.54,280.0,210.0,0.0
27310788,1012.11,5.86,-58.93,70.0,350.0,0.0
27317789,1011.5,4.27,-54.53,0.0,350.0,0.0
27326788,1012.48,5.73,-64.9,140.0,-70.0,-70.0
27335789,1011.38,6.71,-69.17,0.0,280.0,0.0
27342790,1009.55,7.08,-67.83,0.0,280.0,0.0
27351789,1010.53,5.98,-67.34,210.0,350.0,0.0
27360789,1011.01,5.12,-61.0,560.0,280.0,0.0
27367790,1013.09,5.49,-62.83,560.0,140.0,0.0
27376789,1011.75,6.71,-59.17,420.0,420.0,0.0
27383789,1010.28,5.86,-55.14,420.0,280.0,0.0
27392789,1011.5,6.95,-55.63,560.0,210.0,0.0
27401788,1011.5,6.95,-57.34,490.0,210.0,0.0
27408789,1012.84,6.59,-61.0,280.0,210.0,0.0
27417789,1011.75,4.76,-60.02,140.0,350.0,0.0
27424789,1011.62,4.27,-60.88,420.0,280.0,0.0
27433789,1011.38,6.59,-61.24,770.0,210.0,-70.0
27442789,1011.5,7.44,-61.73,770.0,140.0,-70.0
27449789,1011.26,6.95,-59.78,630.0,350.0,-70.0
27458788,1011.62,5.86,-57.34,630.0,280.0,0.0
27467788,1012.84,5.37,-56.97,700.0,280.0,-70.0
27474789,1011.87,5.98,-58.19,840.0,210.0,-70.0
27483789,1011.26,6.34,-60.88,770.0,210.0,-70.0
27490789,1010.53,6.22,-61.24,770.0,420.0,0.0
27499788,1011.62,6.1,-60.15,910.0,210.0,-70.0
27508789,1011.62,5.49,-61.85,980.0,210.0,-70.0
27515789,1011.87,5.98,-61.24,1050.0,280.0,-70.0
27524789,1011.75,5.61,-59.41,1050.0,280.0,-70.0
27531790,1011.26,6.47,-56.73,1050.0,350.0,-140.0
27540789,1010.53,7.08,-56.36,1120.0,280.0,-70.0
27549789,1012.11,7.44,-58.8,1050.0,210.0,-70.0
27556789,1011.38,6.1,-60.27,1050.0,280.0,-70.0
27565789,1011.62,5.73,-61.37,1120.0,280.0,-70.0
27574789,1011.01,5.25,-61.98,1260.0,280.0,-70.0
27581789,1010.28,6.83,-63.07,1260.0,140.0,-140.0
27590788,1010.65,6.47,-66.0,1190.0,210.0,-140.0
27597789,1011.38,5.73,-63.93,1190.0,350.0,-140.0
27606788,1011.62,5.25,-61.85,1330.0,280.0,-140.0
27615788,1011.75,5.73,-60.63,1470.0,210.0,-70.0
27622790,1011.01,6.95,-61.0,1470.0,280.0,-70.0
27631789,1011.14,7.44,-61.98,1330.0,210.0,-140.0
27640789,1010.28,6.34,-60.76,1330.0,280.0,-70.0
27647789,1011.26,5.86,-62.34,1400.0,210.0,-70.0
27656788,1011.26,6.22,-64.78,1400.0,140.0,-140.0
27663789,1011.5,6.59,-67.47,1400.0,210.0,-70.0
27672788,1010.65,5.98,-66.25,1470.0,350.0,-70.0
27681788,1009.43,6.22,-64.05,1610.0,280.0,-140.0
27688789,1011.26,6.34,-64.9,1680.0,140.0,-70.0
27697788,1011.26,6.47,-63.68,1540.0,280.0,-140.0
27704790,1011.5,6.83,-63.2,1540.0,280.0,-140.0
27713788,1010.53,6.47,-61.85,1470.0,280.0,-140.0
27722788,1010.77,5.98,-63.32,1540.0,140.0,-140.0
27729789,1011.38,7.08,-66.98,1470.0,210.0,-70.0
27738788,1011.5,6.22,-67.83,1400.0,210.0,-70.0
27747789,1011.38,5.12,-67.83,1470.0,280.0,-70.0
27754790,1011.01,5.12,-66.86,1610.0,280.0,-140.0
27763788,1011.14,5.49,-65.15,1820.0,280.0,-140.0
27770790,1010.53,7.56,-62.71,1820.0,210.0,-70.0
27779789,1010.89,7.2,-61.85,1610.0,350.0,-140.0
27788788,1010.4,5.86,-58.19,1680.0,350.0,-140.0
27795790,1011.38,5.0,-58.56,1750.0,210.0,-140.0
27804789,1012.36,5.49,-61.0,1750.0,140.0,-70.0
27811789,1011.38,5.98,-61.49,1610.0,210.0,-140.0
27820789,1010.4,7.08,-63.07,1680.0,210.0,-140.0
27829789,1010.4,5.73,-63.68,1750.0,210.0,-140.0
27836790,1011.26,6.34,-64.54,1890.0,210.0,-140.0
27845788,1011.38,5.73,-67.34,1820.0,140.0,-140.0
27854789,1011.5,5.73,-66.61,1820.0,280.0,-140.0
27861790,1010.65,5.12,-65.27,1820.0,210.0,-140.0
27870789,1010.4,6.47,-67.22,1820.0,210.0,-140.0
27877790,1010.53,6.95,-69.91,1680.0,210.0,-140.0
27886788,1010.28,6.59,-72.1,1540.0,280.0,-140.0
27895788,1009.92,5.12,-70.39,1610.0,350.0,-140.0
